TableName , Field Name , Data Type , IsNull , Is Primary Key , Type Key ,Foreign Key , Multiple FK Type
"InlandMarineRU","PMT_Parent","varchar(100)","nullable","","","entity.Policy",""
"InlandMarineRU","AbstractReadyFlag_Ext","bool","nullable","","","",""
"InlandMarineRU","BusinessIncomeAmount_Ext","numeric(18,2)","nullable","","","",""
"InlandMarineRU","BusinessPersonalProperty_Ext","numeric(18,2)","nullable","","","",""
"InlandMarineRU","Description","varchar(255)","nullable","","","",""
"InlandMarineRU","LoadCommandID","int8","nullable","","","",""
"InlandMarineRU","NumberOfBuildings_Ext","varchar(255)","nullable","","","",""
"InlandMarineRU","NumberOfLocations_Ext","varchar(255)","nullable","","","",""
"InlandMarineRU","NumberOfStories_Ext","varchar(255)","nullable","","","",""
"InlandMarineRU","PolicySystemId","varchar(256)","nullable","","","",""
"InlandMarineRU","RUNumber","int4","not null","","","",""
"InlandMarineRU","RiskEffectiveDate_Ext","timestamp","nullable","","","",""
"InlandMarineRU","RiskExpirationDate_Ext","timestamp","nullable","","","",""
"InlandMarineRU","RiskID_Ext","varchar(100)","nullable","","","",""
"InlandMarineRU","RiskPremiumCountry_Ext","varchar(22)","nullable","","typekey.Country","",""
"InlandMarineRU","RiskPremiumState_Ext","varchar(18)","nullable","","typekey.Jurisdiction","",""
"InlandMarineRU","RiskType_Ext","varchar(100)","nullable","","","",""
"InlandMarineRU","SOVOccupancyCode_Ext","varchar(100)","nullable","","","",""
"InlandMarineRU","SOVOccupancyDescription_Ext","varchar(300)","nullable","","","",""
"InlandMarineRU","SOVRealPropertyAmount_Ext","numeric(18,2)","nullable","","","",""
"InlandMarineRU","Building","varchar(100)","nullable","","","entity.Building",""
"InlandMarineRU","ClassCode","varchar(100)","nullable","","","entity.ClassCode",""
"InlandMarineRU","PolicyLocation","varchar(100)","nullable","","","entity.PolicyLocation",""
"InlandMarineRU","PMT_PayloadId","varchar(256)","not null","","","",""
"InsuranceCompany","PMT_ID","varchar(100)","not null","primary key","","",""
"InsuranceCompany","AbstractReadyFlag_Ext","bool","nullable","","","",""
"InsuranceCompany","AddressBookUID","varchar(64)","nullable","","","",""
"InsuranceCompany","ApprovalExpDate_Ext","timestamp","nullable","","","",""
"InsuranceCompany","ApprovalStatus_Ext","varchar(14)","nullable","","typekey.ApprovalStatOfContact_Ext","",""
"InsuranceCompany","AssignmentOfBenefitsInd_Ext","bool","nullable","","","",""
"InsuranceCompany","AttorneyRepresentative_Ext","varchar(50)","nullable","","","",""
"InsuranceCompany","AuthorizationID","varchar(64)","nullable","","","",""
"InsuranceCompany","Coverage1_Ext","bool","nullable","","","",""
"InsuranceCompany","Defense_Ext","bool","nullable","","","",""
"InsuranceCompany","DoingBusinessAs_Ext","varchar(255)","nullable","","","",""
"InsuranceCompany","EmailAddress1","varchar(60)","nullable","","","",""
"InsuranceCompany","EmailAddress2","varchar(60)","nullable","","","",""
"InsuranceCompany","FaxPhone","varchar(30)","nullable","","","",""
"InsuranceCompany","FaxPhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"InsuranceCompany","FaxPhoneExtension","varchar(60)","nullable","","","",""
"InsuranceCompany","HomePhone","varchar(30)","nullable","","","",""
"InsuranceCompany","HomePhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"InsuranceCompany","HomePhoneExtension","varchar(60)","nullable","","","",""
"InsuranceCompany","Is1099Rep_Ext","bool","nullable","","","",""
"InsuranceCompany","IsOfacCheckPositive_Ext","bool","nullable","","","",""
"InsuranceCompany","IsPrimaryClaimant_Ext","bool","nullable","","","",""
"InsuranceCompany","IsTranscardCheckPositive_Ext","bool","nullable","","","",""
"InsuranceCompany","LoadCommandID","int8","nullable","","","",""
"InsuranceCompany","MainOffice_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"InsuranceCompany","Name","varchar(255)","nullable","","","",""
"InsuranceCompany","NameKanji","varchar(255)","nullable","","","",""
"InsuranceCompany","NotElgbleSCHIPRsn_Ext","varchar(26)","nullable","","typekey.NotElgbleSCHIPReason_Ext","",""
"InsuranceCompany","NotSCHpTxt_Ext","varchar(200)","nullable","","","",""
"InsuranceCompany","Notes","text","nullable","","","",""
"InsuranceCompany","OrganizationType","varchar(12)","nullable","","typekey.OrganizationType","",""
"InsuranceCompany","OrganizationType_Ext","varchar(13)","nullable","","typekey.OrganizationType_Ext","",""
"InsuranceCompany","PanelStatusComment_Ext","text","nullable","","","",""
"InsuranceCompany","PanelStatus_Ext","varchar(14)","nullable","","typekey.PanelStatus_Ext","",""
"InsuranceCompany","PendingLinkMessage","bool","not null","","","",""
"InsuranceCompany","PolicySystemId","varchar(256)","nullable","","","",""
"InsuranceCompany","PreferredCurrency","varchar(3)","nullable","","typekey.Currency","",""
"InsuranceCompany","PrimaryLanguage","varchar(5)","nullable","","typekey.LanguageType","",""
"InsuranceCompany","PrimaryLocale","varchar(5)","nullable","","typekey.LocaleType","",""
"InsuranceCompany","PrimaryPhone","varchar(6)","nullable","","typekey.PrimaryPhoneType","",""
"InsuranceCompany","PublicID","varchar(64)","not null","","","",""
"InsuranceCompany","Rationale_Ext","text","nullable","","","",""
"InsuranceCompany","RepByAttOrAdj_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"InsuranceCompany","ReptTypeOf1099_Ext","varchar(23)","nullable","","typekey.ReportableTypeOf1099_Ext","",""
"InsuranceCompany","RetainDate_Ext","timestamp","nullable","","","",""
"InsuranceCompany","Score","int4","nullable","","","",""
"InsuranceCompany","SpecialtyType","varchar(16)","nullable","","typekey.SpecialtyType","",""
"InsuranceCompany","TCREPValue_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"InsuranceCompany","TaxID","varchar(30)","nullable","","","",""
"InsuranceCompany","TaxStatus","varchar(11)","nullable","","typekey.TaxStatus","",""
"InsuranceCompany","VendorNumber","varchar(60)","nullable","","","",""
"InsuranceCompany","VendorType","varchar(16)","nullable","","typekey.VendorType","",""
"InsuranceCompany","W9Received","bool","nullable","","","",""
"InsuranceCompany","W9ReceivedDate","timestamp","nullable","","","",""
"InsuranceCompany","W9ValidFrom","timestamp","nullable","","","",""
"InsuranceCompany","W9ValidTo","timestamp","nullable","","","",""
"InsuranceCompany","WithholdingRate","numeric(4,1)","nullable","","","",""
"InsuranceCompany","WorkPhone","varchar(30)","nullable","","","",""
"InsuranceCompany","WorkPhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"InsuranceCompany","WorkPhoneExtension","varchar(60)","nullable","","","",""
"InsuranceCompany","PrimaryAddress","varchar(100)","nullable","","","entity.Address",""
"InsuranceCompany","PMT_PayloadId","varchar(256)","not null","","","",""
"IntakeInteraction","PMT_ID","varchar(100)","not null","primary key","","",""
"IntakeInteraction","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"IntakeInteraction","ClaimSnapshotURL","varchar(1333)","not null","","","",""
"IntakeInteraction","Description","varchar(1333)","nullable","","","",""
"IntakeInteraction","IntakeId","varchar(255)","not null","","","",""
"IntakeInteraction","IntakeInputs","text","nullable","","","",""
"IntakeInteraction","IntakeResults","text","nullable","","","",""
"IntakeInteraction","LoadCommandID","int8","nullable","","","",""
"IntakeInteraction","RelatedEntityPublicID","varchar(64)","nullable","","","",""
"IntakeInteraction","RelatedEntityType","varchar(255)","nullable","","","",""
"IntakeInteraction","Status","varchar(9)","not null","","typekey.IntakeInteractionStatus","",""
"IntakeInteraction","ClaimContact","varchar(100)","nullable","","","entity.ClaimContact",""
"IntakeInteraction","PMT_PayloadId","varchar(256)","not null","","","",""
"InvoiceVarianceVsQuoteServiceRequestMetric","PMT_ID","varchar(100)","not null","primary key","","",""
"InvoiceVarianceVsQuoteServiceRequestMetric","PMT_Parent","varchar(100)","nullable","","","entity.ServiceRequest",""
"InvoiceVarianceVsQuoteServiceRequestMetric","DecimalRedValue","numeric(20,4)","nullable","","","",""
"InvoiceVarianceVsQuoteServiceRequestMetric","DecimalTargetValue","numeric(20,4)","nullable","","","",""
"InvoiceVarianceVsQuoteServiceRequestMetric","DecimalYellowValue","numeric(20,4)","nullable","","","",""
"InvoiceVarianceVsQuoteServiceRequestMetric","MetricUnit","varchar(8)","nullable","","typekey.MetricUnit","",""
"InvoiceVarianceVsQuoteServiceRequestMetric","PercentValue","numeric(8,0)","nullable","","","",""
"InvoiceVarianceVsQuoteServiceRequestMetric","ReachRedTime","timestamp","nullable","","","",""
"InvoiceVarianceVsQuoteServiceRequestMetric","ReachYellowTime","timestamp","nullable","","","",""
"InvoiceVarianceVsQuoteServiceRequestMetric","PMT_PayloadId","varchar(256)","not null","","","",""
"InvolvedPartiesBIInc_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"InvolvedPartiesBIInc_Ext","PMT_Parent","varchar(100)","nullable","","","entity.InjuryIncident",""
"InvolvedPartiesBIInc_Ext","Comments","text","nullable","","","",""
"InvolvedPartiesBIInc_Ext","EmploymentStatus","varchar(21)","nullable","","typekey.EmploymentStatus_Ext","",""
"InvolvedPartiesBIInc_Ext","IncidentRole","varchar(100)","nullable","","","",""
"InvolvedPartiesBIInc_Ext","LoadCommandID","int8","nullable","","","",""
"InvolvedPartiesBIInc_Ext","Name","varchar(100)","nullable","","","",""
"InvolvedPartiesBIInc_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"LCRReservePrimary_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"LCRReservePrimary_Ext","PMT_Parent","varchar(100)","nullable","","","entity.Evaluation",""
"LCRReservePrimary_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"LCRReservePrimary_Ext","ArrayNo","int4","nullable","","","",""
"LCRReservePrimary_Ext","AssociatedClaimNum_Ext","varchar(30)","nullable","","","",""
"LCRReservePrimary_Ext","Change","numeric(18,2)","nullable","","","",""
"LCRReservePrimary_Ext","Comments","varchar(255)","nullable","","","",""
"LCRReservePrimary_Ext","CostCategory","varchar(21)","nullable","","typekey.CostCategory","",""
"LCRReservePrimary_Ext","CostType","varchar(11)","nullable","","typekey.CostType","",""
"LCRReservePrimary_Ext","CoverageName","varchar(255)","nullable","","","",""
"LCRReservePrimary_Ext","CurrentyAvailable","numeric(18,2)","nullable","","","",""
"LCRReservePrimary_Ext","ExposureClaimOrder","int4","nullable","","","",""
"LCRReservePrimary_Ext","ExposureName","varchar(255)","nullable","","","",""
"LCRReservePrimary_Ext","LoadCommandID","int8","nullable","","","",""
"LCRReservePrimary_Ext","NewAvailableReserve","numeric(18,2)","nullable","","","",""
"LCRReservePrimary_Ext","ReserveID","varchar(255)","nullable","","","",""
"LCRReservePrimary_Ext","Type","varchar(30)","nullable","","","",""
"LCRReservePrimary_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"LCRReserveTrnsction_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"LCRReserveTrnsction_Ext","PMT_Parent","varchar(100)","nullable","","","entity.Evaluation",""
"LCRReserveTrnsction_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"LCRReserveTrnsction_Ext","Change","numeric(18,2)","nullable","","","",""
"LCRReserveTrnsction_Ext","Comments","varchar(255)","nullable","","","",""
"LCRReserveTrnsction_Ext","CostCategory","varchar(21)","nullable","","typekey.CostCategory","",""
"LCRReserveTrnsction_Ext","CostType","varchar(11)","nullable","","typekey.CostType","",""
"LCRReserveTrnsction_Ext","CoverageName","varchar(255)","nullable","","","",""
"LCRReserveTrnsction_Ext","CurrentyAvailable","numeric(18,2)","nullable","","","",""
"LCRReserveTrnsction_Ext","ExposureClaimOrder","int4","nullable","","","",""
"LCRReserveTrnsction_Ext","ExposureName","varchar(255)","nullable","","","",""
"LCRReserveTrnsction_Ext","LoadCommandID","int8","nullable","","","",""
"LCRReserveTrnsction_Ext","NewAvailableReserve","numeric(18,2)","nullable","","","",""
"LCRReserveTrnsction_Ext","ReserveID","varchar(255)","nullable","","","",""
"LCRReserveTrnsction_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"LawFirm","PMT_ID","varchar(100)","not null","primary key","","",""
"LawFirm","AbstractReadyFlag_Ext","bool","nullable","","","",""
"LawFirm","AddressBookUID","varchar(64)","nullable","","","",""
"LawFirm","ApprovalExpDate_Ext","timestamp","nullable","","","",""
"LawFirm","ApprovalStatus_Ext","varchar(14)","nullable","","typekey.ApprovalStatOfContact_Ext","",""
"LawFirm","AssignmentOfBenefitsInd_Ext","bool","nullable","","","",""
"LawFirm","AttorneyRepresentative_Ext","varchar(50)","nullable","","","",""
"LawFirm","AuthorizationID","varchar(64)","nullable","","","",""
"LawFirm","Coverage1_Ext","bool","nullable","","","",""
"LawFirm","Coverage_Ext","bool","nullable","","","",""
"LawFirm","Defence_Ext","bool","nullable","","","",""
"LawFirm","Defense_Ext","bool","nullable","","","",""
"LawFirm","DoingBusinessAs_Ext","varchar(255)","nullable","","","",""
"LawFirm","EmailAddress1","varchar(60)","nullable","","","",""
"LawFirm","EmailAddress2","varchar(60)","nullable","","","",""
"LawFirm","FaxPhone","varchar(30)","nullable","","","",""
"LawFirm","FaxPhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"LawFirm","FaxPhoneExtension","varchar(60)","nullable","","","",""
"LawFirm","HomePhone","varchar(30)","nullable","","","",""
"LawFirm","HomePhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"LawFirm","HomePhoneExtension","varchar(60)","nullable","","","",""
"LawFirm","Is1099Rep_Ext","bool","nullable","","","",""
"LawFirm","IsOfacCheckPositive_Ext","bool","nullable","","","",""
"LawFirm","IsPrimaryClaimant_Ext","bool","nullable","","","",""
"LawFirm","IsTranscardCheckPositive_Ext","bool","nullable","","","",""
"LawFirm","LawFirmSpecialty","varchar(24)","nullable","","typekey.LegalSpecialty","",""
"LawFirm","LoadCommandID","int8","nullable","","","",""
"LawFirm","MainOffice_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"LawFirm","Name","varchar(255)","nullable","","","",""
"LawFirm","NameKanji","varchar(255)","nullable","","","",""
"LawFirm","NotElgbleSCHIPRsn_Ext","varchar(26)","nullable","","typekey.NotElgbleSCHIPReason_Ext","",""
"LawFirm","NotSCHpTxt_Ext","varchar(200)","nullable","","","",""
"LawFirm","Notes","text","nullable","","","",""
"LawFirm","OrganizationType","varchar(12)","nullable","","typekey.OrganizationType","",""
"LawFirm","OrganizationType_Ext","varchar(13)","nullable","","typekey.OrganizationType_Ext","",""
"LawFirm","PanelStatusComment_Ext","text","nullable","","","",""
"LawFirm","PanelStatus_Ext","varchar(14)","nullable","","typekey.PanelStatus_Ext","",""
"LawFirm","PendingLinkMessage","bool","not null","","","",""
"LawFirm","PolicySystemId","varchar(256)","nullable","","","",""
"LawFirm","PreferredCurrency","varchar(3)","nullable","","typekey.Currency","",""
"LawFirm","PrimaryLanguage","varchar(5)","nullable","","typekey.LanguageType","",""
"LawFirm","PrimaryLocale","varchar(5)","nullable","","typekey.LocaleType","",""
"LawFirm","PrimaryPhone","varchar(6)","nullable","","typekey.PrimaryPhoneType","",""
"LawFirm","PublicID","varchar(64)","not null","","","",""
"LawFirm","Rationale_Ext","text","nullable","","","",""
"LawFirm","RepByAttOrAdj_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"LawFirm","ReptTypeOf1099_Ext","varchar(23)","nullable","","typekey.ReportableTypeOf1099_Ext","",""
"LawFirm","RetainDate_Ext","timestamp","nullable","","","",""
